3
50,50,50
41,37,11
41,37,12
41,37,13
41,37,14
41,37,15
41,37,16
41,37,17
41,37,18
41,37,19
41,37,20
41,37,21
41,37,22
41,37,23
41,37,24
41,37,25
10,14,35
37,28,34
18,11,17
29,31,8
13,1,29
44,6,0
20,8,36
45,24,36
30,33,45
18,4,23
15,16,2
18,36,40
15,19,32
3,20,19
42,9,16
37500
0,0,2
0,0,8
0,0,12
0,0,13
0,0,14
0,0,18
0,0,23
0,0,24
0,0,36
0,0,40
0,0,41
0,0,44
0,1,2
0,1,4
0,1,5
0,1,23
0,1,26
0,1,29
0,1,31
0,1,33
0,1,40
0,1,44
0,2,1
0,2,3
0,2,6
0,2,7
0,2,8
0,2,9
0,2,13
0,2,14
0,2,17
0,2,19
0,2,21
0,2,22
0,2,23
0,2,27
0,2,31
0,2,33
0,2,43
0,2,45
0,2,47
0,2,48
0,2,49
0,3,0
0,3,3
0,3,4
0,3,7
0,3,8
0,3,9
0,3,10
0,3,11
0,3,15
0,3,18
0,3,21
0,3,24
0,3,25
0,3,29
0,3,31
0,3,33
0,3,37
0,3,38
0,3,40
0,3,47
0,4,2
0,4,6
0,4,8
0,4,9
0,4,10
0,4,11
0,4,12
0,4,15
0,4,17
0,4,20
0,4,21
0,4,24
0,4,26
0,4,27
0,4,31
0,4,41
0,4,43
0,4,44
0,4,45
0,4,46
0,4,47
0,5,4
0,5,5
0,5,6
0,5,8
0,5,9
0,5,16
0,5,17
0,5,18
0,5,25
0,5,27
0,5,28
0,5,31
0,5,37
0,5,40
0,5,46
0,5,48
0,6,0
0,6,3
0,6,7
0,6,10
0,6,13
0,6,23
0,6,27
0,6,37
0,6,40
0,6,45
0,7,0
0,7,1
0,7,11
0,7,16
0,7,19
0,7,21
0,7,29
0,7,32
0,7,33
0,7,34
0,7,36
0,7,38
0,7,40
0,7,42
0,7,43
0,7,47
0,7,48
0,7,49
0,8,2
0,8,3
0,8,7
0,8,15
0,8,16
0,8,19
0,8,21
0,8,25
0,8,26
0,8,28
0,8,31
0,8,36
0,8,38
0,8,45
0,9,1
0,9,12
0,9,16
0,9,19
0,9,20
0,9,24
0,9,25
0,9,28
0,9,35
0,9,38
0,9,39
0,9,41
0,9,42
0,9,45
0,10,1
0,10,2
0,10,6
0,10,9
0,10,15
0,10,16
0,10,21
0,10,26
0,10,29
0,10,30
0,10,32
0,10,34
0,10,41
0,10,45
0,10,46
0,10,47
0,10,49
0,11,0
0,11,2
0,11,3
0,11,6
0,11,11
0,11,13
0,11,14
0,11,17
0,11,20
0,11,22
0,11,31
0,11,34
0,11,39
0,11,41
0,11,43
0,11,44
0,11,49
0,12,1
0,12,8
0,12,14
0,12,31
0,12,35
0,12,38
0,12,41
0,12,44
0,13,7
0,13,9
0,13,11
0,13,13
0,13,14
0,13,20
0,13,27
0,13,33
0,13,35
0,13,38
0,13,49
0,14,0
0,14,1
0,14,8
0,14,10
0,14,22
0,14,27
0,14,28
0,14,29
0,14,40
0,14,46
0,14,48
0,14,49
0,15,3
0,15,4
0,15,10
0,15,21
0,15,31
0,15,32
0,15,37
0,15,39
0,15,42
0,15,43
0,15,44
0,15,46
0,16,3
0,16,10
0,16,18
0,16,30
0,16,31
0,16,33
0,16,35
0,16,43
0,16,44
0,16,45
0,16,46
0,16,49
0,17,3
0,17,4
0,17,5
0,17,7
0,17,9
0,17,10
0,17,18
0,17,24
0,17,26
0,17,27
0,17,31
0,17,35
0,17,41
0,17,43
0,17,44
0,17,45
0,17,47
0,18,0
0,18,3
0,18,4
0,18,6
0,18,7
0,18,11
0,18,16
0,18,18
0,18,20
0,18,23
0,18,30
0,18,36
0,18,39
0,18,44
0,18,46
0,18,47
0,18,48
0,18,49
0,19,0
0,19,7
0,19,9
0,19,12
0,19,14
0,19,22
0,19,23
0,19,38
0,19,40
0,19,49
0,20,1
0,20,3
0,20,5
0,20,7
0,20,8
0,20,12
0,20,13
0,20,15
0,20,16
0,20,20
0,20,22
0,20,28
0,20,45
0,20,46
0,21,7
0,21,9
0,21,11
0,21,14
0,21,16
0,21,18
0,21,22
0,21,25
0,21,27
0,21,28
0,21,29
0,21,31
0,21,33
0,21,34
0,21,37
0,21,38
0,21,40
0,21,42
0,21,45
0,21,47
0,22,0
0,22,1
2,42,1
2,42,3
2,42,8
2,42,10
2,42,12
2,42,17
2,42,24
2,42,25
2,42,27
2,42,31
2,42,33
2,42,39
2,42,46
2,42,48
2,43,2
2,43,4
2,43,5
2,43,6
2,43,9
2,43,10
2,43,11
2,43,12
2,43,14
2,43,15
2,43,17
2,43,19
2,43,20
2,43,22
2,43,27
2,43,34
2,43,37
2,43,38
2,43,40
2,43,42
2,43,45
2,43,47
2,43,49
2,44,6
2,44,7
2,44,10
2,44,11
2,44,12
2,44,13
2,44,15
2,44,18
2,44,19
2,44,20
2,44,28
2,44,31
2,44,32
2,44,37
2,44,38
2,44,42
2,44,44
2,44,46
2,44,49
2,45,1
2,45,4
2,45,5
2,45,8
2,45,9
2,45,11
30,4,0
30,4,1
30,4,3
30,4,6
30,4,12
30,4,14
30,4,16
30,4,18
30,4,20
30,4,22
30,4,23
30,4,26
30,4,29
30,4,35
30,4,36
30,4,41
30,4,44
30,4,49
30,5,0
30,5,5
30,5,7
30,5,8
30,5,13
30,5,16
30,5,18
30,5,23
30,5,26
30,5,27
30,5,29
30,5,33
30,5,39
30,5,42
30,5,44
30,5,46
30,6,8
30,6,10
30,6,14
30,6,17
30,6,22
30,6,24
30,6,26
30,6,33
30,6,36
30,6,37
30,6,41
30,6,42
30,6,44
30,7,0
30,7,1
30,7,2
30,7,5
30,7,9
30,7,10
30,7,12
30,7,16
30,7,17
30,7,19
30,7,20
30,7,27
30,7,29
30,7,31
30,7,32
30,7,33
30,7,36
30,7,37
30,7,41
30,7,44
30,7,45
30,7,47
30,8,1
30,8,4
30,8,6
30,8,7
30,8,11
30,8,15
30,8,18
30,8,22
30,8,24
30,8,25
30,8,37
30,8,40
30,8,42
30,8,44
30,8,47
30,9,0
30,9,3
30,9,6
30,9,7
30,9,13
30,9,18
30,9,22
30,9,23
30,9,32
30,9,33
30,9,36
30,9,37
30,9,45
30,9,47
30,9,49
30,10,3
30,10,4
30,10,5
30,10,7
30,10,14
30,10,21
30,10,29
30,10,34
30,10,35
30,10,38
30,10,42
30,10,44
30,10,47
30,11,0
30,11,1
30,11,3
30,11,6
30,11,9
30,11,15
30,11,18
30,11,19
30,11,22
30,11,24
30,11,28
30,11,33
30,11,34
30,11,36
30,11,38
30,11,39
30,11,41
30,11,45
30,11,47
30,11,49
30,12,1
30,12,7
30,12,8
30,12,19
30,12,23
30,12,24
30,12,28
30,12,31
30,12,33
30,12,38
30,12,45
30,12,46
30,12,48
30,13,0
30,13,2
30,13,4
30,13,5
30,13,7
30,13,11
30,13,15
30,13,19
30,13,21
30,13,27
30,13,31
30,13,33
30,13,38
30,13,43
30,13,45
30,13,46
30,13,47
30,13,48
30,13,49
30,14,2
30,14,5
30,14,9
30,14,11
30,14,12
30,14,14
30,14,22
30,14,23
30,14,28
30,14,31
30,14,32
30,14,33
30,14,35
30,14,39
30,14,40
30,14,47
30,15,2
30,15,8
30,15,18
30,15,19
30,15,25
30,15,28
30,15,32
30,15,35
30,15,36
30,15,37
30,15,40
30,15,41
30,15,43
30,15,44
30,15,45
30,16,0
30,16,1
30,16,3
30,16,4
30,16,5
30,16,6
30,16,8
30,16,9
30,16,13
30,16,20
30,16,22
30,16,34
30,16,36
30,16,41
30,16,42
30,16,46
30,17,3
30,17,11
30,17,19
30,17,21
30,17,24
30,17,26
30,17,33
30,17,34
30,17,38
30,17,39
30,17,44
30,17,49
30,18,0
30,18,4
30,18,6
30,18,8
30,18,12
30,18,30
30,18,31
30,18,40
30,18,41
30,18,44
30,18,45
30,18,46
30,18,47
30,19,0
30,19,1
30,19,7
30,19,10
30,19,11
30,19,13
30,19,15
30,19,17
30,19,26
30,19,27
30,19,28
30,19,31
30,19,40
30,19,41
30,19,43
30,20,3
30,20,7
30,20,9
30,20,19
30,20,20
30,20,25
30,20,31
30,20,32
30,20,34
30,20,36
30,20,37
30,20,39
30,20,41
30,20,42
30,20,44
30,20,46
30,20,48
30,21,27
30,21,30
30,21,36
30,21,43
30,21,45
30,21,46
30,21,48
30,22,2
30,22,3
30,22,4
30,22,6
30,22,8
30,22,9
30,22,15
30,22,19
30,22,20
30,22,23
30,22,27
30,22,28
30,22,31
30,22,33
30,22,39
30,22,42
30,22,43
30,22,49
30,23,0
30,23,3
30,23,4
30,23,6
30,23,7
30,23,10
30,23,13
30,23,15
30,23,19
30,23,21
30,23,24
30,23,25
30,23,26
30,23,28
30,23,33
30,23,42
30,23,49
30,24,0
30,24,1
30,24,2
30,24,6
30,24,9
30,24,13
30,24,16
30,24,22
30,24,25
30,24,26
30,24,27
30,24,34
30,24,39
30,24,40
30,24,42
30,24,43
30,24,44
30,24,46
30,25,5
30,25,10
30,25,16
30,25,17
30,25,19
30,25,29
30,25,30
30,25,31
30,25,41
30,26,0
30,26,3
30,26,5
30,26,7
30,26,8
30,26,11
30,26,12
30,26,14
30,26,18
30,26,20
30,26,21
30,26,22
30,26,28
30,26,34
30,26,39
30,26,40
30,26,48
30,27,4
30,27,8
30,27,11
30,27,14
30,27,16
30,27,19
30,27,21
30,27,22
30,27,27
30,27,33
30,27,34
30,27,38
30,28,1
30,28,3
30,28,6
30,28,18
30,28,20
30,28,23
30,28,27
30,28,29
30,28,34
30,28,36
30,28,37
30,28,40
30,28,45
30,28,47
30,29,1
30,29,3
30,29,4
30,29,10
30,29,14
30,29,18
30,29,19
30,29,20
30,29,21
30,29,24
30,29,29
30,29,31
30,29,32
30,29,36
30,29,40
30,29,42
30,29,43
30,29,46
30,29,49
30,30,0
30,30,8
30,30,12
30,30,13
30,30,16
30,30,18
30,30,19
30,30,25
30,30,28
30,30,30
30,30,37
30,30,39
30,31,0
30,31,5
30,31,14
30,31,15
30,31,16
30,31,18
30,31,20
30,31,22
30,31,23
30,31,24
30,31,26
30,31,28
30,31,31
30,31,34
30,31,37
30,31,40
30,31,43
30,31,44
30,31,46
30,31,49
30,32,0
30,32,2
30,32,10
30,32,13
30,32,23
30,32,24
30,32,25
30,32,27
30,32,29
30,32,31
30,32,35
30,32,37
30,32,38
30,32,39
30,32,40
30,32,41
30,32,43
30,32,44
30,32,46
30,32,48
30,32,49
30,33,1
30,33,2
30,33,3
30,33,21
30,33,23
30,33,24
30,33,25
30,33,27
30,33,33
30,33,34
30,33,39
30,33,44
30,33,47
30,34,2
30,34,3
30,34,5
30,34,11
30,34,12
30,34,18
30,34,19
30,34,22
30,34,23
30,34,24
30,34,28
30,34,30
30,34,34
30,34,36
30,34,40
30,34,41
30,34,42
30,34,43
30,34,44
30,34,48
30,35,6
30,35,8
30,35,14
30,35,15
30,35,16
30,35,18
30,35,19
30,35,22
30,35,24
30,35,28
30,35,31
30,35,35
30,35,36
30,35,38
30,35,41
30,35,48
30,35,49
30,36,1
30,36,2
30,36,4
30,36,8
30,36,12
30,36,13
30,36,21
30,36,23
30,36,24
30,36,28
30,36,30
30,36,32
30,36,36
30,36,37
30,36,40
30,36,41
30,36,44
30,36,46
30,37,0
30,37,3
30,37,7
30,37,8
30,37,10
30,37,14
30,37,18
30,37,20
30,37,24
30,37,25
30,37,27
30,37,29
30,37,30
30,37,31
30,37,32
30,37,36
30,37,37
30,37,38
30,37,39
30,37,40
30,37,41
30,37,49
30,38,1
30,38,2
30,38,4
30,38,5
30,38,6
30,38,11
30,38,19
30,38,23
30,38,24
30,38,25
30,38,27
30,38,30
30,38,35
30,38,37
30,38,41
30,38,42
30,38,44
30,38,45
30,38,48
30,39,2
30,39,5
30,39,12
30,39,16
30,39,30
30,39,39
30,39,40
30,39,41
30,39,42
30,39,44
30,39,45
30,39,46
30,39,48
30,40,0
30,40,9
30,40,12
30,40,14
30,40,16
30,40,17
30,40,18
30,40,20
30,40,22
30,40,26
30,40,28
30,40,29
30,40,41
30,40,42
30,40,48
30,41,0
30,41,1
30,41,11
30,41,12
30,41,16
30,41,23
30,41,28
30,41,29
30,41,30
30,41,33
30,41,43
30,41,45
30,41,48
30,41,49
30,42,0
30,42,2
30,42,4
30,42,7
30,42,8
30,42,9
30,42,10
30,42,15
30,42,17
30,42,18
30,42,21
30,42,22
30,42,24
30,42,26
30,42,34
30,42,37
30,42,38
30,42,39
30,42,40
30,42,45
30,42,46
30,42,47
30,42,48
30,43,1
30,43,6
30,43,7
30,43,10
30,43,19
30,43,23
30,43,27
30,43,28
30,43,30
30,43,31
30,43,32
30,43,36
30,43,44
30,43,47
30,44,4
30,44,5
30,44,7
30,44,11
30,44,12
